036d5e0f-22b8-497b-961c-1fcebf352513,MMb74a84b6e3efcfa2ee93f8e4fffd6fa2,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/036d5e0f-22b8-497b-961c-1fcebf352513/771963c02cca8d6689df19f30303a72ef029783d.jpeg,image/jpeg,image,ctx:food,Vegetables; Meat; ,Salad,Raw; Boiled; ,Healthy,xtl=233.71; ytl=651.46; xbr=515.01; ytl=896.99; ,Other; ,Soup,Boiled; ,Healthy,xtl=407.80; ytl=458.28; xbr=617.00; ytl=668.91; 
083ce635-d0b7-5712-8d53-dbac096c4ea6,MMb5c90f35e55e119949c8ab51319087d8,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/083ce635-d0b7-5712-8d53-dbac096c4ea6/55a1cfb91dc8cd945462e986122d246e3d617e05.jpeg,image/jpeg,image,ctx:food,Other; ,Other,Other; ,Ok,xtl=128.66; ytl=202.04; xbr=698.89; ytl=1017.68; 
083ce635-d0b7-5712-8d53-dbac096c4ea6,MMb57558bc6e4544fcab3abf6f23c6ee7d,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/083ce635-d0b7-5712-8d53-dbac096c4ea6/98e04528e578c46740d3d428b8c6f5cc954e2c7a.jpeg,image/jpeg,image,ctx:food,Fruit; Bread & Wheat Products; ,Other,Raw; ,Healthy,xtl=420.78; ytl=664.22; xbr=879.10; ytl=1083.10; 
083ce635-d0b7-5712-8d53-dbac096c4ea6,MMbc79beeb8ec8fd6b8d4aa9f322b5df94,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/083ce635-d0b7-5712-8d53-dbac096c4ea6/cf795b85c291eb86d6c1b14aba8fe75cbecc4a67.jpeg,image/jpeg,image,ctx:food,Vegetables; Egg; Seafood; ,Other,Fried; ,Not Healthy,xtl=19.61; ytl=127.71; xbr=1140.59; ytl=1328.59; 
083ce635-d0b7-5712-8d53-dbac096c4ea6,MMb7bebef077fd0bc420698d5ab44c6e09,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/083ce635-d0b7-5712-8d53-dbac096c4ea6/72549442b853adc8e0397329506e1112df17e45f.jpeg,image/jpeg,image,ctx:food,Vegetables; Meat; Rice; ,Other,Boiled; Fried; ,Healthy,xtl=88.79; ytl=423.69; xbr=1475.02; ytl=1995.41; 
09845eb1-3553-5403-8bdf-fef64e4fc898,MMb092d39fed939b0453cbaaf0328d6319,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/09845eb1-3553-5403-8bdf-fef64e4fc898/981bea56d228e1303962aeb0c89da51bcd37afca.jpeg,image/jpeg,image,ctx:food,Bread & Wheat Products; ,Desserts & Sweets,Baked; ,Not Healthy,xtl=222.11; ytl=407.37; xbr=1003.50; ytl=1178.97; 
0c3ff24a-1b81-58e6-97bb-76cd87613216,MMb0146bedc61cf83601a6c036d6308a90,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/0c3ff24a-1b81-58e6-97bb-76cd87613216/39d1e0aa5b48864cd077ff35e9696c69f0b4124c.jpeg,image/jpeg,image,ctx:food,Meat; ,Other,Raw; ,Ok,xtl=154.30; ytl=525.90; xbr=1200.00; ytl=1539.90; 
0f5171ed-b66b-499c-9d08-012e962b62ff,MMb6e00c0ab6e391abb6769e6d832e0091,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/0f5171ed-b66b-499c-9d08-012e962b62ff/659f5afbc0d75f35d8844914fc290bf05656eb34.jpeg,image/jpeg,image,ctx:food,Vegetables; Meat; ,Other,Fried; ,Ok,xtl=398.33; ytl=188.52; xbr=1333.79; ytl=1774.57; 
10c0d6e1-1a45-5d3b-a5b8-b48b00effc0f,MMb99215f904adb5773ec1a80ee9947776,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/10c0d6e1-1a45-5d3b-a5b8-b48b00effc0f/28517a9a97c8e08bdf59ba2eb6ef3fa75802b70a.jpeg,image/jpeg,image,"ctx:food,ctx:person",Meat; Rice; ,Other,Boiled; ,Healthy,xtl=104.60; ytl=765.75; xbr=1066.17; ytl=1472.73; 
10c0d6e1-1a45-5d3b-a5b8-b48b00effc0f,MMb924805eb72d34635dd87f2b4a3ce7f8,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/10c0d6e1-1a45-5d3b-a5b8-b48b00effc0f/584b40e1f170a9ff88a70a9322cb16263b626e8c.jpeg,image/jpeg,image,ctx:food,Vegetables; Meat; ,Salad,Raw; Boiled; ,Healthy,xtl=136.42; ytl=982.70; xbr=1505.10; ytl=1997.92; 
10c0d6e1-1a45-5d3b-a5b8-b48b00effc0f,MMb78ba6d655125182567252ef9f8f8941,https://verb-prod-cdn.s3.amazonaws.com/messages/attachments/10c0d6e1-1a45-5d3b-a5b8-b48b00effc0f/807bcd57af279860de5b5c1fabd3f97134c58803.jpeg,image/jpeg,image,ctx:food,Meat; Bread & Wheat Products; ,Noodles & Pasta,Boiled; ,Ok,xtl=38.02; ytl=383.87; xbr=1060.29; ytl=1447.27; 
